datetime,total
08.01.2009 05:00:00,119724.73165548833
08.01.2009 06:00:00,149146.84878013076
08.01.2009 07:00:00,175700.8529762411
08.01.2009 08:00:00,191444.23209817384
08.01.2009 09:00:00,200853.81537605333
08.01.2009 10:00:00,205824.38019282944
08.01.2009 11:00:00,206140.11274288775
08.01.2009 12:00:00,202173.20602811553
08.01.2009 13:00:00,196875.13017158862
08.01.2009 14:00:00,193476.96119793766
08.01.2009 15:00:00,193599.25822393288
08.01.2009 16:00:00,197280.43008350924
08.01.2009 17:00:00,203470.712698374
08.01.2009 18:00:00,211034.3001090642
08.01.2009 19:00:00,218273.73348307025
08.01.2009 20:00:00,223041.16453016986
08.01.2009 21:00:00,222944.6332824195
08.01.2009 22:00:00,211597.8767263369
08.01.2009 23:00:00,186600.45893354525
09.01.2009 00:00:00,155101.03234424177
09.01.2009 01:00:00,126619.52945594903
09.01.2009 02:00:00,106928.86052930655
09.01.2009 03:00:00,96978.14212958876
09.01.2009 04:00:00,99044.89368961425
09.01.2009 05:00:00,117380.82300613738
09.01.2009 06:00:00,148084.0075919477
09.01.2009 07:00:00,177403.72644907472
09.01.2009 08:00:00,197134.78683136118
09.01.2009 09:00:00,208781.58175217564
09.01.2009 10:00:00,212844.75238351896
09.01.2009 11:00:00,210034.139770301
09.01.2009 12:00:00,203079.51287367183
09.01.2009 13:00:00,195934.58621019428
09.01.2009 14:00:00,191138.0198951781
09.01.2009 15:00:00,189273.57605719485
09.01.2009 16:00:00,190202.9330712344
09.01.2009 17:00:00,193224.1242450744
09.01.2009 18:00:00,197809.88611934954
09.01.2009 19:00:00,203013.46956348137
09.01.2009 20:00:00,208063.2488216425
09.01.2009 21:00:00,210790.69958797397
09.01.2009 22:00:00,204543.96887411983
09.01.2009 23:00:00,185518.64440836236
10.01.2009 00:00:00,157929.17366858257
10.01.2009 01:00:00,130331.75507515944
10.01.2009 02:00:00,108725.42549918822
10.01.2009 03:00:00,95592.79136648471
10.01.2009 04:00:00,93518.34456879986
10.01.2009 05:00:00,106100.97794004563
10.01.2009 06:00:00,131068.1498185303
10.01.2009 07:00:00,158707.3593677736
10.01.2009 08:00:00,183011.67572731318
10.01.2009 09:00:00,203508.86154561793
10.01.2009 10:00:00,216654.90731307343
10.01.2009 11:00:00,220196.38073754671
10.01.2009 12:00:00,215591.9161868416
10.01.2009 13:00:00,207309.0788775113
10.01.2009 14:00:00,200015.40369970803
10.01.2009 15:00:00,195606.1501313156
10.01.2009 16:00:00,194199.16091507612
10.01.2009 17:00:00,195506.64609960653
10.01.2009 18:00:00,199323.91101173026
10.01.2009 19:00:00,204636.2565321427
10.01.2009 20:00:00,209961.4647217709
10.01.2009 21:00:00,212416.74646026408
10.01.2009 22:00:00,205316.0357981296
10.01.2009 23:00:00,185886.07559591025
11.01.2009 00:00:00,159050.47145282594
11.01.2009 01:00:00,132690.36627768626
11.01.2009 02:00:00,111918.06408968635
11.01.2009 03:00:00,98416.79008345868
11.01.2009 04:00:00,94780.27094359636
11.01.2009 05:00:00,105047.50681338186
11.01.2009 06:00:00,127483.66981492062
11.01.2009 07:00:00,152397.054120101
11.01.2009 08:00:00,174229.2743612232
11.01.2009 09:00:00,193511.94505345324
11.01.2009 10:00:00,208082.9494774603
11.01.2009 11:00:00,214816.994945803
11.01.2009 12:00:00,213268.86001645046
11.01.2009 13:00:00,206507.83171478758
11.01.2009 14:00:00,199016.07406389783
11.01.2009 15:00:00,193521.8645468139
11.01.2009 16:00:00,191333.56811630138
11.01.2009 17:00:00,193440.87550659262
11.01.2009 18:00:00,199793.70759301758
11.01.2009 19:00:00,208556.00452875765
11.01.2009 20:00:00,217603.89866858505
11.01.2009 21:00:00,222821.44631751426
11.01.2009 22:00:00,216289.81989844222
11.01.2009 23:00:00,194579.34097880745
12.01.2009 00:00:00,163712.6623408576
12.01.2009 01:00:00,133809.95145048032
12.01.2009 02:00:00,111721.24394525234
12.01.2009 03:00:00,99450.20120508969
12.01.2009 04:00:00,99759.63141539023
12.01.2009 05:00:00,115932.5729812573
12.01.2009 06:00:00,143853.22977776406
12.01.2009 07:00:00,170936.17310268374
12.01.2009 08:00:00,189744.55246832274
12.01.2009 09:00:00,201730.83588732875
12.01.2009 10:00:00,207718.81858469406
12.01.2009 11:00:00,207786.88879870376
12.01.2009 12:00:00,202993.48519093002
12.01.2009 13:00:00,196189.6093962231
12.01.2009 14:00:00,190474.83401803597
12.01.2009 15:00:00,187001.80235535686
12.01.2009 16:00:00,186436.61542349355
12.01.2009 17:00:00,189179.79838449782
12.01.2009 18:00:00,195278.29520675505
12.01.2009 19:00:00,203637.30410095732
12.01.2009 20:00:00,212760.61558120328
12.01.2009 21:00:00,218789.9965646266
12.01.2009 22:00:00,214058.7057682609
12.01.2009 23:00:00,193994.8779196078
13.01.2009 00:00:00,163417.17037485697
13.01.2009 01:00:00,131851.47699917085
13.01.2009 02:00:00,107254.00170792587
13.01.2009 03:00:00,93356.11302702122
13.01.2009 04:00:00,93964.29758067812
13.01.2009 05:00:00,111968.64406414854
13.01.2009 06:00:00,142434.29835751865
13.01.2009 07:00:00,172388.89707084215
13.01.2009 08:00:00,193989.850636694
13.01.2009 09:00:00,207776.33889828273
13.01.2009 10:00:00,214233.40265855167
13.01.2009 11:00:00,213375.04561421438
13.01.2009 12:00:00,206800.50876204864
13.01.2009 13:00:00,198732.72792172479
13.01.2009 14:00:00,193169.5910249073
13.01.2009 15:00:00,191356.61677165754
13.01.2009 16:00:00,192297.87736170174
13.01.2009 17:00:00,195095.00057513517
13.01.2009 18:00:00,199604.16478823664
13.01.2009 19:00:00,204910.79305763752
13.01.2009 20:00:00,209702.16070067606
13.01.2009 21:00:00,210920.8850478715
13.01.2009 22:00:00,202903.90772578525
13.01.2009 23:00:00,183260.84133549948
14.01.2009 00:00:00,156653.47693360338
14.01.2009 01:00:00,129814.68323588304
14.01.2009 02:00:00,107904.42579298392
14.01.2009 03:00:00,93992.62638248298
14.01.2009 04:00:00,92738.99985474636
14.01.2009 05:00:00,107770.63011690228
14.01.2009 06:00:00,135056.78053563248
14.01.2009 07:00:00,163008.18450250803
14.01.2009 08:00:00,184873.1155249151
14.01.2009 09:00:00,201002.71763817756
14.01.2009 10:00:00,211279.55499338286
14.01.2009 11:00:00,214519.18036629906
14.01.2009 12:00:00,211126.4103227791
14.01.2009 13:00:00,204929.18814256237
14.01.2009 14:00:00,200712.35649557292
14.01.2009 15:00:00,200734.6842624287
14.01.2009 16:00:00,204408.8184746457
14.01.2009 17:00:00,210267.7649567375
14.01.2009 18:00:00,217006.62099879156
14.01.2009 19:00:00,222834.08363366374
14.01.2009 20:00:00,225539.15326754734
14.01.2009 21:00:00,221892.3869996114
14.01.2009 22:00:00,207396.3800944708
14.01.2009 23:00:00,182315.32900944605
15.01.2009 00:00:00,153379.59606695012
15.01.2009 01:00:00,127818.42014639871
15.01.2009 02:00:00,109487.60761156995
15.01.2009 03:00:00,99732.20999288003
15.01.2009 04:00:00,101639.18399457843
15.01.2009 05:00:00,118186.61511743255
15.01.2009 06:00:00,145150.11600841355
15.01.2009 07:00:00,171335.66948269488
15.01.2009 08:00:00,189918.2731041161
15.01.2009 09:00:00,201505.6955315501
15.01.2009 10:00:00,207465.76129342872
15.01.2009 11:00:00,207912.81877434353
15.01.2009 12:00:00,203682.67058446654
15.01.2009 13:00:00,197866.6340480987
15.01.2009 14:00:00,193987.57338498248
15.01.2009 15:00:00,193727.14946003884
15.01.2009 16:00:00,197066.45369773367
15.01.2009 17:00:00,203118.32692761827
15.01.2009 18:00:00,210524.92757708242
15.01.2009 19:00:00,217524.8545528308
15.01.2009 20:00:00,222356.49933863885
15.01.2009 21:00:00,221735.7564769661
15.01.2009 22:00:00,210269.4802897719
15.01.2009 23:00:00,186548.2956779783
16.01.2009 00:00:00,156501.09354421828
16.01.2009 01:00:00,128678.00529224316
16.01.2009 02:00:00,108430.02961394239
16.01.2009 03:00:00,97990.02493868403
16.01.2009 04:00:00,100299.12736266559
16.01.2009 05:00:00,117740.29616261626
16.01.2009 06:00:00,145786.02597886178
16.01.2009 07:00:00,173760.0679315747
16.01.2009 08:00:00,194533.81834991145
16.01.2009 09:00:00,207442.35125765306
16.01.2009 10:00:00,213066.00100872235
16.01.2009 11:00:00,211881.53578697066
16.01.2009 12:00:00,205748.6233813028
16.01.2009 13:00:00,198384.0989565773
16.01.2009 14:00:00,193175.17981405283
16.01.2009 15:00:00,191379.03812383165
16.01.2009 16:00:00,192724.24263836019
16.01.2009 17:00:00,196469.22269197667
16.01.2009 18:00:00,201702.06752819996
16.01.2009 19:00:00,207305.75160329178
16.01.2009 20:00:00,212186.67499689205
16.01.2009 21:00:00,213315.28759295348
16.01.2009 22:00:00,205112.04818880904
16.01.2009 23:00:00,185185.58148620868
17.01.2009 00:00:00,157958.5864673034
17.01.2009 01:00:00,131002.98484557612
17.01.2009 02:00:00,109594.39452031278
17.01.2009 03:00:00,96558.79549462741
17.01.2009 04:00:00,95429.46104208339
17.01.2009 05:00:00,109123.88663398445
17.01.2009 06:00:00,134319.86039451585
17.01.2009 07:00:00,161921.91851545824
17.01.2009 08:00:00,185473.2669393532
17.01.2009 09:00:00,203403.66530908935
17.01.2009 10:00:00,214531.67294507235
17.01.2009 11:00:00,217583.29908201564
17.01.2009 12:00:00,213355.18625199792
17.01.2009 13:00:00,205564.1251108945
17.01.2009 14:00:00,198508.74789190321
17.01.2009 15:00:00,194435.65250896392
17.01.2009 16:00:00,193763.93109523138
17.01.2009 17:00:00,196217.58496385842
17.01.2009 18:00:00,201071.27494436537
17.01.2009 19:00:00,207073.6147727516
17.01.2009 20:00:00,212677.3868976399
17.01.2009 21:00:00,214341.96366187156
17.01.2009 22:00:00,206369.09153207822
17.01.2009 23:00:00,186629.802896022
18.01.2009 00:00:00,159808.97546100404
18.01.2009 01:00:00,133399.38718679364
18.01.2009 02:00:00,112304.86938554632
18.01.2009 03:00:00,98936.28570392019
18.01.2009 04:00:00,96661.63187591125
18.01.2009 05:00:00,108513.63787839428
18.01.2009 06:00:00,131458.06739496204
18.01.2009 07:00:00,156839.13916938385
18.01.2009 08:00:00,178695.18307685875
18.01.2009 09:00:00,196008.6412024873
18.01.2009 10:00:00,208043.19366784074
18.01.2009 11:00:00,213153.16228092893
18.01.2009 12:00:00,211120.0145491733
18.01.2009 13:00:00,204655.81184031087
18.01.2009 14:00:00,197640.32528391114
18.01.2009 15:00:00,192719.35339371522
18.01.2009 16:00:00,191239.7208757036
18.01.2009 17:00:00,193769.3995448723
18.01.2009 18:00:00,199905.00496693837
18.01.2009 19:00:00,208200.84276886686
18.01.2009 20:00:00,216525.18778554685
18.01.2009 21:00:00,220370.86213408405
18.01.2009 22:00:00,213193.424978705
18.01.2009 23:00:00,192492.06552030708
19.01.2009 00:00:00,163421.87574061716
19.01.2009 01:00:00,134618.9269462702
19.01.2009 02:00:00,112255.19387153076
19.01.2009 03:00:00,99550.17445723453
19.01.2009 04:00:00,99911.58159745076
19.01.2009 05:00:00,115405.1843883646
19.01.2009 06:00:00,141462.87894401178
19.01.2009 07:00:00,168049.6237891785
19.01.2009 08:00:00,188433.1500576676
19.01.2009 09:00:00,201908.76254397683
19.01.2009 10:00:00,209120.69062705841
19.01.2009 11:00:00,210083.80118052507
19.01.2009 12:00:00,205664.96562228393
19.01.2009 13:00:00,198767.8770881274
19.01.2009 14:00:00,192672.9770370909
19.01.2009 15:00:00,189146.84538513754
19.01.2009 16:00:00,188742.17061178427
19.01.2009 17:00:00,191613.6564085588
19.01.2009 18:00:00,197489.23136357192
19.01.2009 19:00:00,205391.96388892859
19.01.2009 20:00:00,213534.05347995667
19.01.2009 21:00:00,217610.1463772767
19.01.2009 22:00:00,211193.05543952482
19.01.2009 23:00:00,191427.12908988338
20.01.2009 00:00:00,162716.72158751753
20.01.2009 01:00:00,133155.5593935849
20.01.2009 02:00:00,109287.82788155333
20.01.2009 03:00:00,95421.17296276662
20.01.2009 04:00:00,95872.96189566687
20.01.2009 05:00:00,112784.47690712265
20.01.2009 06:00:00,141079.8461638912
20.01.2009 07:00:00,170129.178121276
20.01.2009 08:00:00,192560.73258734378
20.01.2009 09:00:00,207086.53423143344
20.01.2009 10:00:00,214190.10959675838
20.01.2009 11:00:00,214088.69006134948
20.01.2009 12:00:00,208252.19150637236
20.01.2009 13:00:00,200440.34143575287
20.01.2009 14:00:00,194567.5695020749
20.01.2009 15:00:00,192325.1375021866
20.01.2009 16:00:00,193374.73549650813
20.01.2009 17:00:00,196869.87483270114
20.01.2009 18:00:00,201984.12174027722
20.01.2009 19:00:00,207700.9854895274
20.01.2009 20:00:00,212514.3864912825
20.01.2009 21:00:00,212906.16125580037
20.01.2009 22:00:00,203828.9702081767
20.01.2009 23:00:00,183659.4691430216
21.01.2009 00:00:00,156788.03572996295
21.01.2009 01:00:00,130010.54807038925
21.01.2009 02:00:00,108282.29616701012
21.01.2009 03:00:00,95088.10588283159
21.01.2009 04:00:00,94754.30920498601
21.01.2009 05:00:00,109890.32563305213
21.01.2009 06:00:00,136176.1068695042
21.01.2009 07:00:00,163878.90983299934
21.01.2009 08:00:00,186118.67581898498
21.01.2009 09:00:00,201563.08496961306
21.01.2009 10:00:00,210414.37148943054
21.01.2009 11:00:00,212381.45982899942
21.01.2009 12:00:00,208379.1722242095
21.01.2009 13:00:00,201905.29618248373
21.01.2009 14:00:00,197123.739108316
21.01.2009 15:00:00,196240.88219873272
21.01.2009 16:00:00,199205.73859968258
21.01.2009 17:00:00,204864.42800597497
21.01.2009 18:00:00,211680.65139866987
21.01.2009 19:00:00,217963.39695727619
21.01.2009 20:00:00,221753.3493516584
21.01.2009 21:00:00,219544.38001720535
21.01.2009 22:00:00,207035.08271447924
21.01.2009 23:00:00,183839.2956537477
22.01.2009 00:00:00,155442.6284704185
22.01.2009 01:00:00,129118.84862935434
22.01.2009 02:00:00,109444.37608204993
22.01.2009 03:00:00,98940.98962702195
22.01.2009 04:00:00,100805.67279104408
22.01.2009 05:00:00,116864.5982804356
22.01.2009 06:00:00,142666.03617389177
22.01.2009 07:00:00,168884.12083563118
22.01.2009 08:00:00,188966.76078059163
22.01.2009 09:00:00,201877.5533723678
22.01.2009 10:00:00,208398.14324013126
22.01.2009 11:00:00,208871.06950595236
22.01.2009 12:00:00,204442.21558450404
22.01.2009 13:00:00,198227.5637041998
22.01.2009 14:00:00,193760.5950619017
22.01.2009 15:00:00,192955.6216044124
22.01.2009 16:00:00,195929.85149833444
22.01.2009 17:00:00,201760.77731848013
22.01.2009 18:00:00,208993.1304766995
22.01.2009 19:00:00,216017.82534565788
22.01.2009 20:00:00,220943.06601439114
22.01.2009 21:00:00,220131.81942351745
22.01.2009 22:00:00,208893.44641704304
22.01.2009 23:00:00,186262.4086044752
23.01.2009 00:00:00,157443.19582813568
23.01.2009 01:00:00,130071.58023383676
23.01.2009 02:00:00,109438.10003258212
23.01.2009 03:00:00,98595.92062441279
23.01.2009 04:00:00,100746.55622413459
23.01.2009 05:00:00,117406.33230299197
23.01.2009 06:00:00,144001.1396277994
23.01.2009 07:00:00,171326.71361708536
23.01.2009 08:00:00,192625.13685099885
23.01.2009 09:00:00,206280.58222632206
23.01.2009 10:00:00,212699.24994797024
23.01.2009 11:00:00,212355.51805707923
23.01.2009 12:00:00,206828.11120762274
23.01.2009 13:00:00,199537.33264426424
23.01.2009 14:00:00,194028.98741994813
23.01.2009 15:00:00,192073.18410062548
23.01.2009 16:00:00,193673.91556120245
23.01.2009 17:00:00,197968.6859887128
23.01.2009 18:00:00,203768.54977280844
23.01.2009 19:00:00,209877.21628071385
23.01.2009 20:00:00,214772.30325125146
23.01.2009 21:00:00,214980.00025223964
23.01.2009 22:00:00,205689.15207369791
23.01.2009 23:00:00,185380.75435315678
24.01.2009 00:00:00,158407.50935167976
24.01.2009 01:00:00,131710.29807156714
24.01.2009 02:00:00,110372.21081448937
24.01.2009 03:00:00,97700.31044705049
24.01.2009 04:00:00,97364.42275152577
24.01.2009 05:00:00,111486.60499057404
24.01.2009 06:00:00,136333.8562940963
24.01.2009 07:00:00,163534.91435397064
24.01.2009 08:00:00,186584.36860192876
24.01.2009 09:00:00,203340.08987829188
24.01.2009 10:00:00,213234.37209306817
24.01.2009 11:00:00,215713.21206929468
24.01.2009 12:00:00,211630.87147619607
24.01.2009 13:00:00,204228.36908282473
24.01.2009 14:00:00,197433.22235161852
24.01.2009 15:00:00,193686.60565883038
24.01.2009 16:00:00,193643.31200921937
24.01.2009 17:00:00,196881.6902026394
24.01.2009 18:00:00,202387.8314832914
24.01.2009 19:00:00,208885.0094623442
24.01.2009 20:00:00,214538.8001438203
24.01.2009 21:00:00,215510.93252331135
24.01.2009 22:00:00,206820.8514525456
24.01.2009 23:00:00,186961.843013454
25.01.2009 00:00:00,160336.4246798666
25.01.2009 01:00:00,133862.73915937523
25.01.2009 02:00:00,112526.79406967071
25.01.2009 03:00:00,99496.63006957117
25.01.2009 04:00:00,98304.13271579775
25.01.2009 05:00:00,111026.79270351114
25.01.2009 06:00:00,134130.06475995935
25.01.2009 07:00:00,159678.47532229614
25.01.2009 08:00:00,181597.29603870772
25.01.2009 09:00:00,198053.0862006797
25.01.2009 10:00:00,208603.85842018516
25.01.2009 11:00:00,212456.03625095412
25.01.2009 12:00:00,209869.03894537716
25.01.2009 13:00:00,203416.42617923813
25.01.2009 14:00:00,196675.96817474999
25.01.2009 15:00:00,192278.19449248322
25.01.2009 16:00:00,191455.32786228874
25.01.2009 17:00:00,194405.63248404994
25.01.2009 18:00:00,200498.42931389186
25.01.2009 19:00:00,208460.86590052568
25.01.2009 20:00:00,216029.38084054535
25.01.2009 21:00:00,218685.30938920408
25.01.2009 22:00:00,210868.13035245164
25.01.2009 23:00:00,190793.91893916778
26.01.2009 00:00:00,163010.23711509674
26.01.2009 01:00:00,135025.26781061507
26.01.2009 02:00:00,112690.99784336927
26.01.2009 03:00:00,99887.32949571307
26.01.2009 04:00:00,100240.8702146933
26.01.2009 05:00:00,115191.65304203112
26.01.2009 06:00:00,140241.9068361969
26.01.2009 07:00:00,166640.9982645762
26.01.2009 08:00:00,187876.89035261478
26.01.2009 09:00:00,202238.95779291212
26.01.2009 10:00:00,209989.18819343013
26.01.2009 11:00:00,211270.81955591563
26.01.2009 12:00:00,207060.8456960686
26.01.2009 13:00:00,200159.03592192018
26.01.2009 14:00:00,193884.8740640885
26.01.2009 15:00:00,190332.3476756852
26.01.2009 16:00:00,190174.24893994912
26.01.2009 17:00:00,193300.97514134352
26.01.2009 18:00:00,199146.64135891895
26.01.2009 19:00:00,206724.86363985226
26.01.2009 20:00:00,214010.57613404983
26.01.2009 21:00:00,216643.4276550957
26.01.2009 22:00:00,209151.91378366487
26.01.2009 23:00:00,189593.43211827488
27.01.2009 00:00:00,162075.15154361524
27.01.2009 01:00:00,133742.24832720848
27.01.2009 02:00:00,110590.66492936503
27.01.2009 03:00:00,97120.94970247723
27.01.2009 04:00:00,97556.44548460242
27.01.2009 05:00:00,113493.7560438604
27.01.2009 06:00:00,140183.24762334535
27.01.2009 07:00:00,168420.71318512343
27.01.2009 08:00:00,191136.81006916802
27.01.2009 09:00:00,206162.14861506262
27.01.2009 10:00:00,213646.73670113608
27.01.2009 11:00:00,213992.64651658575
27.01.2009 12:00:00,208701.18854771007
27.01.2009 13:00:00,201166.84603277186
27.01.2009 14:00:00,195112.33301584813
27.01.2009 15:00:00,192582.82431142929
27.01.2009 16:00:00,193707.3019175132
27.01.2009 17:00:00,197633.8699310097
27.01.2009 18:00:00,203254.2763755847
27.01.2009 19:00:00,209433.61699650588
27.01.2009 20:00:00,214373.4708380981
27.01.2009 21:00:00,214340.24134023776
27.01.2009 22:00:00,204793.80820835495
27.01.2009 23:00:00,184548.00649335762
28.01.2009 00:00:00,157774.84705060485
28.01.2009 01:00:00,130977.89722927366
28.01.2009 02:00:00,109270.91884976016
28.01.2009 03:00:00,96525.15408912455
28.01.2009 04:00:00,96747.67925641761
28.01.2009 05:00:00,111706.4264342812
28.01.2009 06:00:00,137147.14690127253
28.01.2009 07:00:00,164456.17785382163
28.01.2009 08:00:00,186877.23867087474
28.01.2009 09:00:00,202216.49938637268
28.01.2009 10:00:00,210453.28363568895
28.01.2009 11:00:00,211767.9252204944
28.01.2009 12:00:00,207434.1770846834
28.01.2009 13:00:00,200726.92275282645
28.01.2009 14:00:00,195477.73158246337
28.01.2009 15:00:00,193991.2723618103
28.01.2009 16:00:00,196524.44791453195
28.01.2009 17:00:00,202009.99405343266
